Fold,Accuracy,Reduction_time,Prediction_time,Storage,Distributions
0,0.5540540540540541,7.764733076095581,0.19898557662963867,68.52830188679245,[0.47797357 0.20374449 0.31828194]
1,0.47619047619047616,7.750943899154663,0.19707727432250977,67.1945701357466,[0.47586981 0.21661055 0.30751964]
2,0.5540540540540541,8.025320053100586,0.200972318649292,70.41509433962264,[0.46409432 0.21114684 0.32475884]
3,0.5517241379310345,7.766139507293701,0.22597837448120117,66.49096385542168,[0.4790487  0.20838052 0.31257078]
4,0.5170068027210885,7.969106435775757,0.1979694366455078,68.17496229260935,[0.47566372 0.20022124 0.32411504]
5,0.5578231292517006,7.753348112106323,0.19200444221496582,67.04374057315233,[0.4791901  0.20697413 0.31383577]
6,0.5234899328859061,7.662415027618408,0.21998953819274902,66.76737160120845,[0.46606335 0.21040724 0.32352941]
7,0.46258503401360546,7.591237306594849,0.19394850730895996,66.21417797888387,[0.48291572 0.21412301 0.30296128]
8,0.5510204081632653,7.651041746139526,0.188493013381958,66.7420814479638,[0.47683616 0.20903955 0.31412429]
9,0.5540540540540541,7.651243686676025,0.18998479843139648,67.01886792452831,[0.47184685 0.21171171 0.31644144]
Folds Average,0.5302002083319238,7.758552885055542,0.20054032802581787,67.45901320359295,[]
