Fold,Accuracy,Reduction_time,Prediction_time,Storage,Distributions
0,0.5743243243243243,28.064032554626465,0.149033784866333,71.16981132075472,[0.38069989 0.25556734 0.36373277]
1,0.4557823129251701,27.940640211105347,0.14603328704833984,70.51282051282051,[0.38074866 0.25454545 0.36470588]
2,0.5135135135135135,27.585222959518433,0.1470329761505127,69.20754716981132,[0.3827699  0.26390403 0.35332606]
3,0.47586206896551725,28.584779739379883,0.17403912544250488,70.63253012048193,[0.38486141 0.25479744 0.36034115]
4,0.43537414965986393,27.78442406654358,0.14703369140625,69.45701357466064,[0.38219327 0.26058632 0.35722041]
5,0.5510204081632653,28.524912118911743,0.14803409576416016,70.13574660633485,[0.38817204 0.2516129  0.36021505]
6,0.4563758389261745,28.068516492843628,0.17403936386108398,70.01510574018127,[0.38187702 0.25782093 0.36030205]
7,0.5034013605442177,28.445547819137573,0.14603304862976074,69.6078431372549,[0.38786566 0.25460455 0.35752979]
8,0.5238095238095238,28.736308336257935,0.15102648735046387,71.19155354449472,[0.38771186 0.25847458 0.35381356]
9,0.4864864864864865,29.18317151069641,0.17505979537963867,71.24528301886792,[0.39300847 0.25423729 0.35275424]
Folds Average,0.49759499873180574,28.291755580902098,0.15573656558990479,70.31752547456628,[]
