Fold,Accuracy,Reduction_time,Prediction_time,Storage,Distributions
0,0.8662519440124417,1214.0100347995758,0.9462146759033203,22.89364640883978,[0.26093514 0.13650075 0.17797888 0.09426848 0.09653092 0.23378582]
1,0.8895800933125972,1226.4697234630585,0.9262092113494873,22.220303867403317,[0.25951826 0.11810412 0.2004662  0.08702409 0.11732712 0.21756022]
2,0.8542635658914729,1210.7508747577667,0.9374804496765137,22.29706390328152,[0.26646011 0.12161115 0.18435321 0.07823393 0.12316034 0.22618125]
3,0.8942457231726283,1230.0191974639893,0.9152071475982666,21.63328729281768,[0.24022346 0.13407821 0.19313647 0.08140463 0.11332801 0.23782921]
4,0.8956386292834891,1226.2804896831512,1.021841049194336,25.03020887277749,[0.27655172 0.12137931 0.19586207 0.09586207 0.09931034 0.21103448]
5,0.875968992248062,1225.4014449119568,0.9262099266052246,22.08981001727116,[0.26270524 0.11024238 0.17826427 0.10867866 0.10789679 0.23221267]
6,0.8942457231726283,1250.8468313217163,0.9952213764190674,23.722375690607734,[0.25909753 0.11644833 0.19432314 0.08806405 0.11208151 0.22998544]
7,0.8962848297213623,1247.725881099701,0.9435558319091797,22.94005873207808,[0.25828313 0.12801205 0.19051205 0.08659639 0.11445783 0.22213855]
8,0.8709175738724728,1222.700313091278,0.9272093772888184,22.168508287292816,[0.25077882 0.11682243 0.2017134  0.07943925 0.12071651 0.2305296 ]
9,0.8613707165109035,1231.0727362632751,0.9175090789794922,21.405144139478683,[0.25       0.13225806 0.17419355 0.08870968 0.11693548 0.23790323]
Folds Average,0.8798767791198058,1228.5277526855468,0.9456658124923706,22.640040721184825,[]
