Fold,Accuracy,Reduction_time,Prediction_time,Storage,Distributions
0,0.5396578538102644,30.36148500442505,0.7637784481048584,17.12707182320442,[0.05443548 0.04637097 0.22782258 0.2641129  0.12197581 0.28528226]
1,0.5925349922239502,31.139729976654053,0.8055558204650879,17.230662983425415,[0.0511022  0.03907816 0.22144289 0.28557114 0.13026052 0.27254509]
2,0.5643410852713179,31.428176641464233,0.7791767120361328,17.443868739205527,[0.05148515 0.04356436 0.23663366 0.26138614 0.13366337 0.27326733]
3,0.5645412130637636,30.71620774269104,0.7761757373809814,17.316988950276244,[0.05782652 0.04187438 0.23130608 0.26321037 0.12562313 0.28015952]
4,0.5669781931464174,32.266448974609375,0.81119704246521,17.486621784912828,[0.05231984 0.04343534 0.2260612  0.28331688 0.12142152 0.27344521]
5,0.5767441860465117,30.81555485725403,0.7604613304138184,16.701208981001727,[0.05584281 0.0434333  0.22750776 0.25853154 0.13236815 0.28231644]
6,0.5800933125972006,31.01488971710205,0.7751755714416504,17.21339779005525,[0.05717151 0.04012036 0.23871615 0.26379137 0.12337011 0.27683049]
7,0.6222910216718266,31.227832317352295,0.808182954788208,17.602349283123164,[0.05103042 0.04023553 0.23159961 0.26987242 0.1265947  0.28066732]
8,0.5489891135303266,31.5579514503479,0.772174596786499,17.4378453038674,[0.04950495 0.04752475 0.22772277 0.26336634 0.13465347 0.27722772]
9,0.5856697819314641,30.661667823791504,0.7741751670837402,17.17590195063007,[0.05829146 0.04422111 0.21909548 0.26532663 0.13467337 0.27839196]
Folds Average,0.5741840753293043,31.118994450569154,0.7826053380966187,17.273591758970205,[]
