Fold,Accuracy,Reduction_time,Prediction_time,Storage,Distributions
0,0.9004665629860031,883.3952028751373,1.3705790042877197,38.31146408839779,[0.08021631 0.02523659 0.36818387 0.19513294 0.08427219 0.24695809]
1,0.9144634525660964,877.7470417022705,1.3893144130706787,38.62223756906077,[0.07778274 0.02771569 0.36298614 0.19490389 0.08538221 0.25122932]
2,0.8976744186046511,890.8056390285492,1.3986599445343018,38.73920552677029,[0.07579135 0.02719572 0.3669193  0.19349086 0.0878288  0.24877396]
3,0.9129082426127527,840.2978839874268,1.3823127746582031,38.052486187845304,[0.08166969 0.02586207 0.35526316 0.19736842 0.08529946 0.25453721]
4,0.926791277258567,851.3037767410278,1.3845667839050293,38.270326255826,[0.07713126 0.02525936 0.35994587 0.20117276 0.08254398 0.25394677]
5,0.8992248062015504,844.0061595439911,1.3963160514831543,37.979274611398964,[0.0836744  0.02819463 0.3583447  0.20009095 0.08640291 0.24329241]
6,0.9237947122861586,874.6520485877991,1.4223217964172363,38.639502762430936,[0.08132261 0.025916   0.36103664 0.19392315 0.08802502 0.24977659]
7,0.9117647058823529,823.0080177783966,1.4093191623687744,37.95128692347556,[0.07828858 0.0282203  0.35275376 0.20118343 0.08648157 0.25307237]
8,0.9051321928460342,867.8431262969971,1.4053184986114502,38.39779005524862,[0.08138489 0.0278777  0.35971223 0.19694245 0.08498201 0.24910072]
9,0.9018691588785047,874.3550205230713,1.446326732635498,38.80545485931297,[0.08318505 0.02713523 0.35854093 0.19661922 0.08852313 0.24599644]
Folds Average,0.9094089530122671,862.7413917064666,1.4005035161972046,38.37690288397672,[]
