Fold,Accuracy,Reduction_time,Prediction_time,Storage,Distributions
0,0.8724727838258165,186.07794737815857,0.8471918106079102,18.75,[0.08655617 0.0359116  0.27440147 0.22651934 0.11510129 0.26151013]
1,0.9066874027993779,185.33585119247437,0.8782005310058594,18.99171270718232,[0.08272727 0.04181818 0.26909091 0.22818182 0.12272727 0.25545455]
2,0.9069767441860465,193.22963070869446,0.8531935214996338,18.773747841105354,[0.07911684 0.04231831 0.2824287  0.22815087 0.11867525 0.24931003]
3,0.8911353032659409,180.9595170021057,0.8401899337768555,18.62914364640884,[0.08897127 0.03799815 0.27154773 0.22798888 0.12048193 0.25301205]
4,0.9018691588785047,201.4334523677826,0.8942022323608398,19.55808734679786,[0.08120035 0.0423654  0.28067079 0.22330097 0.10679612 0.26566637]
5,0.889922480620155,177.69874572753906,0.845191478729248,18.255613126079446,[0.08514664 0.04730369 0.27341533 0.22705771 0.12204352 0.24503311]
6,0.9097978227060654,189.43228197097778,0.8611948490142822,19.26795580110497,[0.07706093 0.04480287 0.27240143 0.22849462 0.11827957 0.25896057]
7,0.8900928792569659,177.25108170509338,0.8711986541748047,18.552427016755917,[0.08286778 0.04003724 0.26350093 0.22998138 0.11824953 0.26536313]
8,0.8771384136858476,183.8388991355896,0.8584768772125244,18.99171270718232,[0.07454545 0.04909091 0.27       0.22818182 0.11818182 0.26      ]
9,0.8956386292834891,187.4926791191101,0.8501913547515869,18.867598826169516,[0.08600183 0.03934126 0.27630375 0.22689844 0.11253431 0.2589204 ]
Folds Average,0.8941731618508209,186.27500863075255,0.8599231243133545,18.863799901878657,[]
